image_path,text,label
data/images/airplane/data_batch_1_000001.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000002.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000003.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000004.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000005.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000006.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000007.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000008.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000009.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000010.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000011.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000012.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000013.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000014.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000015.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000016.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000017.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000018.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000019.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000020.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000021.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000022.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000023.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000024.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000025.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000026.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000027.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000028.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000029.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000030.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000031.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000032.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000033.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000034.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000035.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000036.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000037.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000038.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000039.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000040.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000041.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000042.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000043.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000044.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000045.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000046.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000047.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000048.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000049.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000050.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000051.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000052.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000053.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000054.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000055.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000056.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000057.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000058.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000059.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000060.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000061.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000062.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000063.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000064.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000065.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000066.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000067.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000068.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000069.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000070.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000071.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000072.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000073.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000074.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000075.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000076.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000077.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000078.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000079.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000080.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000081.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000082.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000083.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000084.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000085.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000086.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000087.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000088.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000089.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000090.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000091.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000092.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000093.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000094.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000095.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000096.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000097.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000098.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000099.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000100.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000101.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000102.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000103.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000104.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000105.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000106.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000107.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000108.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000109.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000110.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000111.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000112.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000113.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000114.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000115.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000116.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000117.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000118.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000119.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000120.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000121.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000122.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000123.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000124.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000125.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000126.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000127.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000128.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000129.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000130.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000131.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000132.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000133.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000134.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000135.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000136.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000137.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000138.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000139.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000140.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000141.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000142.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000143.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000144.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000145.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000146.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000147.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000148.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000149.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000150.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000151.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000152.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000153.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000154.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000155.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000156.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000157.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000158.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000159.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000160.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000161.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000162.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000163.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000164.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000165.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000166.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000167.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000168.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000169.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000170.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000171.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000172.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000173.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000174.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000175.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000176.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000177.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000178.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000179.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000180.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000181.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000182.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000183.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000184.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000185.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000186.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000187.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000188.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000189.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000190.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000191.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000192.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000193.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000194.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000195.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000196.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000197.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000198.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000199.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000200.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000201.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000202.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000203.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000204.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000205.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000206.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000207.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000208.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000209.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000210.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000211.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000212.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000213.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000214.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000215.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000216.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000217.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000218.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000219.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000220.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000221.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000222.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000223.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000224.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000225.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000226.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000227.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000228.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000229.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000230.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000231.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000232.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000233.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000234.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000235.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000236.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000237.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000238.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000239.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000240.png,a photo of a airplane,airplane
